matricula,nombre,paterno,materno,carrera,servicio
C18307225,MIGUEL ANTONIO,PEREZ JUANA,HAMMAD,Licenciatura en Contaduría,9 DE NOVIEMBRE DE 1996 AL 8 DE MAYO DE 1997
C99308834,CAROLINA VALERIA,PAN,MENDIGUCHIA,Ingeniería en Sistemas Computacionales,30 DE OCTUBRE DE 2017 AL 28 DE ABRIL DE 2018
76307892,IDELFONSA,PEREILA,GAYETE,Licenciatura en Contaduría,19 DE JUNIO DE 1992 AL 16 DE DICIEMBRE DE 1992
C17306213,RAFA,GARMON,CAAVEIRO,Ingeniería Industrial,5 DE NOVIEMBRE DE 2025 AL 4 DE MAYO DE 2026
02306101,PEPE,PARCERISAS,BALDOVI,Licenciatura en Contaduría,7 DE ENERO DE 2012 AL 5 DE JULIO DE 2012
95305212,MARCO ORLANDO,CUBERTORER,URBIOLA,Ingeniería en Electrónica,7 DE MAYO DE 2017 AL 3 DE NOVIEMBRE DE 2017
C18300080,DANNY DANIEL,PIE,BAHIDA,Ingeniería en Sistemas Computacionales,31 DE AGOSTO DE 2011 AL 27 DE FEBRERO DE 2012
22305711,XIUFANG,LAMAGRANDE,MONTORNES,Licenciatura en Contaduría,3 DE ABRIL DE 2025 AL 30 DE SEPTIEMBRE DE 2025
01300025,LIBERTAD,HERBOSO,BALON,Licenciatura en Contaduría,14 DE ENERO DE 2000 AL 12 DE JULIO DE 2000
77306764,GIAN MARCO,PETREA,CASTELLON,Licenciatura en Contaduría,4 DE ENERO DE 2015 AL 3 DE JULIO DE 2015
C93300886,OSVALDO ENRIQUE,ZANOGUERA,IBARLUZEA,Ingeniería en Electrónica,27 DE NOVIEMBRE DE 1995 AL 25 DE MAYO DE 1996
C13309536,ABUBAKARI,MARZO,TOMICO,Ingeniería en Sistemas Computacionales,19 DE ENERO DE 1995 AL 18 DE JULIO DE 1995
02306010,MANUEL RAUL,ABERASTURI,TABUYO,Ingeniería en Sistemas Computacionales,24 DE DICIEMBRE DE 2021 AL 22 DE JUNIO DE 2022
C89304365,WEIGUO,CURRAN,RAVIRA,Licenciatura en Contaduría,7 DE OCTUBRE DE 1997 AL 5 DE ABRIL DE 1998
21301323,CARLOS VALENTIN,CUNILL,ROCAMORA,Licenciatura en Contaduría,26 DE MAYO DE 2012 AL 22 DE NOVIEMBRE DE 2012
80309182,LAETITIA,NOCETE,ITURRIAGA,Ingeniería en Sistemas Computacionales,4 DE OCTUBRE DE 1982 AL 2 DE ABRIL DE 1983
C85303912,CORNELIU,HARPER,ISSAOUI,Ingeniería en Sistemas Computacionales,13 DE FEBRERO DE 1975 AL 12 DE AGOSTO DE 1975
C07309921,CLAIRE MARGARET,BOUJIDA,RIBES,Ingeniería en Electrónica,5 DE SEPTIEMBRE DE 1978 AL 4 DE MARZO DE 1979
02309452,AZUCENA MARIA,PRISCO,DEFAZ,Licenciatura en Administración,3 DE ABRIL DE 2014 AL 30 DE SEPTIEMBRE DE 2014
C18309328,NICOLETA DIANA,COMPES,BALOG,Licenciatura en Contaduría,8 DE ABRIL DE 1988 AL 5 DE OCTUBRE DE 1988
C80300739,RONALD PETER,VALAREZO,CASTAÑERA,Licenciatura en Contaduría,30 DE DICIEMBRE DE 1982 AL 28 DE JUNIO DE 1983
C09301370,MARIA INOCENTA,UGARTEMENDIA,CERDEIRAS,Licenciatura en Administración,10 DE ABRIL DE 1997 AL 7 DE OCTUBRE DE 1997
C77302921,JOAO RICARDO,CASABAYO,GATON,Licenciatura en Contaduría,12 DE OCTUBRE DE 2024 AL 10 DE ABRIL DE 2025
01307687,LUCIA VALLE,GALAPERO,ZULFIQAR,Ingeniería en Electrónica,22 DE NOVIEMBRE DE 2002 AL 21 DE MAYO DE 2003
24302029,CHUNFEN,TANASIE,MURELAGA,Ingeniería en Electrónica,16 DE JUNIO DE 1981 AL 13 DE DICIEMBRE DE 1981
11305444,GEORGIANA RAMONA,NOVAK,FONTOVA,Ingeniería en Electrónica,26 DE MAYO DE 1984 AL 22 DE NOVIEMBRE DE 1984
02301117,VIVIANA ELIZABETH,ANTEQUERA,MOREJON,Licenciatura en Administración,11 DE AGOSTO DE 1984 AL 7 DE FEBRERO DE 1985
82300972,MOHAMED YASSIN,CAZORLA,BAHIDA,Ingeniería en Sistemas Computacionales,28 DE MAYO DE 2010 AL 24 DE NOVIEMBRE DE 2010
91304890,ESTHER BEATRIZ,JUANIZ,PELLICERO,Ingeniería en Sistemas Computacionales,3 DE FEBRERO DE 1995 AL 2 DE AGOSTO DE 1995
C13303428,NICOLAS FABIAN,MEGOLLA,BUZA,Ingeniería en Sistemas Computacionales,2 DE AGOSTO DE 1978 AL 29 DE ENERO DE 1979
94309899,CHUNXIAO,CARON,FACAL,Ingeniería en Electrónica,22 DE FEBRERO DE 1993 AL 21 DE AGOSTO DE 1993
76302315,SANTIAGO MARTIN,GRAELL,NOURI,Ingeniería en Electrónica,31 DE MARZO DE 2014 AL 27 DE SEPTIEMBRE DE 2014
C95303077,WALTER ANTONIO,ALDAVE,PASARON,Ingeniería Industrial,8 DE MARZO DE 2010 AL 4 DE SEPTIEMBRE DE 2010
C20302879,RONALD ALBERTO,MIMENZA,CARTA,Licenciatura en Administración,9 DE MARZO DE 1977 AL 5 DE SEPTIEMBRE DE 1977
13308757,CHAYMA,MARLES,AROSA,Ingeniería en Sistemas Computacionales,17 DE FEBRERO DE 1989 AL 16 DE AGOSTO DE 1989
C96303323,MARIA DESAMPARADOS,ACHALHI,LAMIEL,Ingeniería en Sistemas Computacionales,18 DE MARZO DE 1993 AL 14 DE SEPTIEMBRE DE 1993
C92309320,ANGELES LUISA,LACA,FORES,Ingeniería Industrial,11 DE OCTUBRE DE 2011 AL 8 DE ABRIL DE 2012
C22305081,MANUELA OLGA,PEDREROL,SALESA,Ingeniería Industrial,31 DE JULIO DE 2019 AL 27 DE ENERO DE 2020
C07304056,ESAUL,LEZANA,CASASUS,Licenciatura en Contaduría,3 DE SEPTIEMBRE DE 2013 AL 2 DE MARZO DE 2014
C74300834,JOSE ADOLFO,SANTA OLALLA,MUT,Ingeniería en Electrónica,11 DE MAYO DE 2022 AL 7 DE NOVIEMBRE DE 2022
20302261,AYSHA,ARTEAGA,GONZALEZ DE MENDOZA,Licenciatura en Contaduría,11 DE DICIEMBRE DE 1976 AL 9 DE JUNIO DE 1977
C09307558,SERGIO GABRIEL,VALDEOLMILLOS,JBILOU,Ingeniería en Electrónica,8 DE MAYO DE 2010 AL 4 DE NOVIEMBRE DE 2010
82304593,IGNACIA CARMEN,DARDOUR,MUENALA,Ingeniería Industrial,1 DE DICIEMBRE DE 2015 AL 29 DE MAYO DE 2016
86306113,VICTOR MODESTO,DARANAS,JAUDENES,Ingeniería Industrial,20 DE AGOSTO DE 1976 AL 16 DE FEBRERO DE 1977
16301158,MOHAMED LEMINE,PEYDRO,CAPELL,Licenciatura en Contaduría,25 DE DICIEMBRE DE 1993 AL 23 DE JUNIO DE 1994
83301308,ROGERIO,VINYES,MERELES,Ingeniería en Electrónica,5 DE FEBRERO DE 1994 AL 4 DE AGOSTO DE 1994
00303363,BIBIAN,RITUERTO,BEZANILLA,Ingeniería en Sistemas Computacionales,5 DE DICIEMBRE DE 2020 AL 3 DE JUNIO DE 2021
C01300254,IKER DANIEL,NUENO,LAVANDERA,Ingeniería en Sistemas Computacionales,24 DE AGOSTO DE 1997 AL 20 DE FEBRERO DE 1998
90306693,ORTANSA,FARA,PESSOA,Ingeniería en Sistemas Computacionales,23 DE NOVIEMBRE DE 1991 AL 21 DE MAYO DE 1992
C13301514,MARIANO FELIPE,YANKOV,CUECO,Licenciatura en Contaduría,15 DE MAYO DE 2007 AL 11 DE NOVIEMBRE DE 2007
08302108,JUANA GUILLERMINA,FABRA,HAYNES,Ingeniería en Sistemas Computacionales,8 DE ABRIL DE 1997 AL 5 DE OCTUBRE DE 1997
C10307800,YULAN,LECANDA,SANCHEZ BERMEJO,Ingeniería en Sistemas Computacionales,19 DE ABRIL DE 1998 AL 16 DE OCTUBRE DE 1998
81302148,ION COSMIN,MULA,QUIÑOY,Licenciatura en Administración,6 DE NOVIEMBRE DE 2021 AL 5 DE MAYO DE 2022
90302658,ANDREI DUMITRU,KOSTOV,HAYOUN,Ingeniería en Sistemas Computacionales,4 DE MARZO DE 1994 AL 31 DE AGOSTO DE 1994
05304824,CLAUDIA NICOLETA,ARTARAZ,FENECH,Licenciatura en Administración,22 DE OCTUBRE DE 2000 AL 20 DE ABRIL DE 2001
15308347,MARTA SOLEDAD,ESPARTOSA,RUBER,Ingeniería en Sistemas Computacionales,24 DE ABRIL DE 2004 AL 21 DE OCTUBRE DE 2004
C08302185,SEBASTIAN GABRIEL,TARANO,TREVIJANO,Licenciatura en Administración,19 DE MARZO DE 1997 AL 15 DE SEPTIEMBRE DE 1997
80309708,GHEORGHE VIOREL,ALEO,CHACARTEGUI,Licenciatura en Administración,26 DE MARZO DE 1986 AL 22 DE SEPTIEMBRE DE 1986
C83308417,WISDOM,LAURIA,MILLS,Ingeniería en Electrónica,28 DE MAYO DE 2008 AL 24 DE NOVIEMBRE DE 2008
C82300576,PATRICIO LUIS,SONEIRA,FIALHO,Ingeniería en Sistemas Computacionales,28 DE JULIO DE 2020 AL 24 DE ENERO DE 2021
04304281,LEONARDO DAMIAN,MENGOD,FRIEDRICH,Ingeniería en Sistemas Computacionales,13 DE AGOSTO DE 2013 AL 9 DE FEBRERO DE 2014
C15302009,MARIA ERMELINDA,MORQUILLAS,ALOMOTO,Licenciatura en Contaduría,23 DE JUNIO DE 1982 AL 20 DE DICIEMBRE DE 1982
C18304327,JORGE SANTOS,VIADA,ALBONIGA,Licenciatura en Administración,25 DE OCTUBRE DE 1989 AL 23 DE ABRIL DE 1990
74306887,TRISTAN,VEGARA,SAURAS,Licenciatura en Administración,17 DE NOVIEMBRE DE 2019 AL 15 DE MAYO DE 2020
14309800,INESSA,OCHOTECO,SURIAN,Licenciatura en Administración,16 DE MARZO DE 1989 AL 12 DE SEPTIEMBRE DE 1989
76301126,WAHID,BONETE,ABELLAN,Licenciatura en Contaduría,10 DE NOVIEMBRE DE 2009 AL 9 DE MAYO DE 2010
C80300528,JOHN CHARLES,CABOT,SAMOS,Licenciatura en Contaduría,16 DE DICIEMBRE DE 2000 AL 14 DE JUNIO DE 2001
C21307057,MARIA OBDULIA,MICOLTA,YERRO,Ingeniería Industrial,29 DE MAYO DE 2000 AL 25 DE NOVIEMBRE DE 2000
00301627,FELIX ESTEBAN,AZCARATE,BOSQUED,Licenciatura en Contaduría,26 DE NOVIEMBRE DE 2018 AL 25 DE MAYO DE 2019
C95301148,MIREN SORKUNDE,ATENCIANO,CUBERTORER,Licenciatura en Administración,12 DE FEBRERO DE 1977 AL 11 DE AGOSTO DE 1977
04308081,JORGE SANTOS,COLUME,ALENDE,Licenciatura en Contaduría,13 DE ABRIL DE 2017 AL 10 DE OCTUBRE DE 2017
C90309430,DOLORES ELVIRA,SANTIUSTE,ENCHEV,Ingeniería Industrial,1 DE DICIEMBRE DE 1993 AL 30 DE MAYO DE 1994
C76304821,ANGEL ISMAEL,POLVORINOS,MIGUEL,Ingeniería en Sistemas Computacionales,13 DE AGOSTO DE 1974 AL 9 DE FEBRERO DE 1975
90302042,CYNTHIA LORENA,TORQUEMADA,YANCE,Licenciatura en Contaduría,20 DE NOVIEMBRE DE 2023 AL 18 DE MAYO DE 2024
10309371,ISIDRO RAMON,KABIR,YAGUANA,Licenciatura en Contaduría,29 DE DICIEMBRE DE 1980 AL 27 DE JUNIO DE 1981
C10308919,MARIA YLENIA,CERESUELA,VIÑALES,Licenciatura en Contaduría,4 DE MAYO DE 1979 AL 31 DE OCTUBRE DE 1979
C87300952,JOSEPH EDWARD,VILAMAJO,BUIDE,Licenciatura en Contaduría,12 DE FEBRERO DE 2011 AL 11 DE AGOSTO DE 2011
11301415,MARIA LURDES,INURRIA,EPURE,Licenciatura en Administración,4 DE MARZO DE 2017 AL 31 DE AGOSTO DE 2017
C01301265,JENNY MARISOL,MAO,JARANA,Licenciatura en Administración,10 DE MAYO DE 1991 AL 6 DE NOVIEMBRE DE 1991
C07301759,SELENE,BRUSEL,CARANDELL,Ingeniería en Sistemas Computacionales,27 DE DICIEMBRE DE 1978 AL 25 DE JUNIO DE 1979
C24300838,MANUEL ALBINO,MUERZA,TONEU,Licenciatura en Contaduría,8 DE MARZO DE 1977 AL 4 DE SEPTIEMBRE DE 1977
03304897,NIKOLAY IVANOV,BORRUECO,TESTA,Ingeniería en Electrónica,19 DE MARZO DE 1976 AL 15 DE SEPTIEMBRE DE 1976
C06309802,CARLOS ESTEBAN,INFESTAS,VILLAZON,Ingeniería en Electrónica,17 DE JULIO DE 2012 AL 13 DE ENERO DE 2013
C81306829,LOURDES GUADALUPE,PASCALAU,GARRALDA,Ingeniería en Sistemas Computacionales,11 DE ABRIL DE 1993 AL 8 DE OCTUBRE DE 1993
22303345,PATRICIA JARA,CLAPERA,CUBERES,Ingeniería Industrial,17 DE FEBRERO DE 2018 AL 16 DE AGOSTO DE 2018
C13308481,CANDIDO JOSE,TENRERO,COLOMAR,Ingeniería en Electrónica,22 DE ABRIL DE 2001 AL 19 DE OCTUBRE DE 2001
11302177,YIFEI,RIBA,FOLEY,Ingeniería en Sistemas Computacionales,15 DE MAYO DE 2022 AL 11 DE NOVIEMBRE DE 2022
C22301758,OLAU,PINARGOTE,VALLADOLID,Licenciatura en Administración,2 DE AGOSTO DE 1976 AL 29 DE ENERO DE 1977
81308623,MARGARITA SUSANA,ALI,PIA,Ingeniería en Electrónica,25 DE MAYO DE 1986 AL 21 DE NOVIEMBRE DE 1986
C90303803,ROSELI,PICATOSTE,LUÑO,Licenciatura en Contaduría,5 DE MARZO DE 2006 AL 1 DE SEPTIEMBRE DE 2006
C10309235,DENA,MARRUFO,RABERT,Licenciatura en Administración,4 DE ENERO DE 1976 AL 2 DE JULIO DE 1976
C81302812,LEONARDO JUAN,PALMIER,INOSTROZA,Ingeniería Industrial,29 DE OCTUBRE DE 2012 AL 27 DE ABRIL DE 2013
02302054,SERGIU VASILE,ESPESO,FELIX,Ingeniería Industrial,27 DE ABRIL DE 1989 AL 24 DE OCTUBRE DE 1989
C21307253,LINDA ANNE,MANAU,MITJAVILA,Licenciatura en Contaduría,6 DE JUNIO DE 1980 AL 3 DE DICIEMBRE DE 1980
16300567,JORGE GUSTAVO,PUJANTELL,VIDICAN,Ingeniería en Sistemas Computacionales,17 DE FEBRERO DE 2001 AL 16 DE AGOSTO DE 2001
18300639,CORINA NICOLETA,RUIZ OLALLA,MONREAL,Licenciatura en Administración,21 DE ENERO DE 2011 AL 20 DE JULIO DE 2011
C10307398,OLIVER ALEXANDER,LAJARIN,FONSECA,Ingeniería Industrial,5 DE MAYO DE 2013 AL 1 DE NOVIEMBRE DE 2013
C87301031,MICHELLE CAROLINA,CEDRAN,ROBERTS,Ingeniería en Electrónica,30 DE NOVIEMBRE DE 1981 AL 29 DE MAYO DE 1982
C04300993,GEMA ROSARIO,ERILL,GANUZA,Licenciatura en Contaduría,11 DE FEBRERO DE 1979 AL 10 DE AGOSTO DE 1979
02308194,PAULO LUIS,DELMAS,TELECHEA,Licenciatura en Administración,29 DE NOVIEMBRE DE 1993 AL 28 DE MAYO DE 1994
C93309620,SANTIAGO FRANCISCO,ELORDI,MIHUT,Ingeniería en Sistemas Computacionales,22 DE NOVIEMBRE DE 1989 AL 21 DE MAYO DE 1990
23308289,JOSE MIKEL,ZAROUALI,FIKRI,Ingeniería en Sistemas Computacionales,9 DE JUNIO DE 1996 AL 6 DE DICIEMBRE DE 1996
13307976,F JAVIER,MILTON,CORTASA,Licenciatura en Contaduría,17 DE OCTUBRE DE 1977 AL 15 DE ABRIL DE 1978
C17305015,IGNAS,VALDEMOROS,GRAJEDA,Licenciatura en Administración,8 DE MAYO DE 1987 AL 4 DE NOVIEMBRE DE 1987
C98308521,TIMOTHY DAVID,DE LA GUIA,CIUREA,Licenciatura en Contaduría,20 DE ENERO DE 1982 AL 19 DE JULIO DE 1982
C14304601,MARGARITA ROSARIO,DIEGO,BIURRUN,Ingeniería Industrial,1 DE ENERO DE 2016 AL 29 DE JUNIO DE 2016
C12309446,IGNAT,DIAKHABY,COMA,Ingeniería en Electrónica,22 DE ENERO DE 2003 AL 21 DE JULIO DE 2003
85304271,ISMAEL IGNACIO,PETTERSEN,BIZARRAGA,Ingeniería Industrial,11 DE OCTUBRE DE 2021 AL 9 DE ABRIL DE 2022
19305314,WENDY MARIA,CAMPINS,DURANTE,Ingeniería en Electrónica,4 DE MARZO DE 2004 AL 31 DE AGOSTO DE 2004
C84309943,SANTOS DAVID,EUSEBIO,FONS,Ingeniería en Sistemas Computacionales,8 DE ABRIL DE 2012 AL 5 DE OCTUBRE DE 2012
C11300777,ILDIKO,CONSUL,VAS,Licenciatura en Administración,20 DE NOVIEMBRE DE 1985 AL 19 DE MAYO DE 1986
C02307581,MARIA NANCI,ATECA,VILLAOSLADA,Ingeniería en Electrónica,14 DE JULIO DE 2010 AL 10 DE ENERO DE 2011
95305323,TASNEEM,ANDRES,ROLLANO,Ingeniería en Sistemas Computacionales,17 DE DICIEMBRE DE 2016 AL 15 DE JUNIO DE 2017
13305437,CARMEN GENOVEVA,BESADA,MAAROUF,Licenciatura en Administración,10 DE MARZO DE 2007 AL 6 DE SEPTIEMBRE DE 2007
87301999,FELICIDAD,FERRES,LOVERA,Ingeniería en Sistemas Computacionales,6 DE AGOSTO DE 2023 AL 2 DE FEBRERO DE 2024
13308223,ALBERTO JORGE,PERE,URIBE,Licenciatura en Administración,1 DE DICIEMBRE DE 2009 AL 30 DE MAYO DE 2010
81308355,ISMAEL JUAN,CLAVEROL,MELUS,Ingeniería en Electrónica,19 DE SEPTIEMBRE DE 1981 AL 18 DE MARZO DE 1982
C22300884,AWATIF,GUERRI,GATO,Ingeniería en Electrónica,17 DE OCTUBRE DE 1997 AL 15 DE ABRIL DE 1998
03309467,SEVGYUL,POYO,MUÑOZ DE MORALES,Ingeniería en Sistemas Computacionales,27 DE AGOSTO DE 2000 AL 23 DE FEBRERO DE 2001
C15302730,THERESE,JAADI,PLANELLS,Ingeniería Industrial,29 DE MAYO DE 1989 AL 25 DE NOVIEMBRE DE 1989
03309624,TANIA ISABEL,ITURRIAGA,GABOR,Ingeniería en Electrónica,12 DE ABRIL DE 2009 AL 9 DE OCTUBRE DE 2009
23307456,YACQUELINE,PAJON,TENG,Licenciatura en Administración,8 DE OCTUBRE DE 1997 AL 6 DE ABRIL DE 1998
C09309704,NATANIEL,REDONDO,ARAICO,Ingeniería en Sistemas Computacionales,5 DE DICIEMBRE DE 1995 AL 2 DE JUNIO DE 1996
C11308062,EVA BEGOÑA,PAHISSA,MINONDO,Ingeniería Industrial,7 DE AGOSTO DE 1981 AL 3 DE FEBRERO DE 1982
85304155,ANDRE MIGUEL,LADRERO,DE PRADOS,Ingeniería en Sistemas Computacionales,18 DE SEPTIEMBRE DE 1985 AL 17 DE MARZO DE 1986
C08309244,SONIA MARISOL,HU,MENSA,Ingeniería en Sistemas Computacionales,8 DE MAYO DE 1977 AL 4 DE NOVIEMBRE DE 1977
C78306314,SERGIO HUMBERTO,CHRISTIE,EIZAGUIRRE,Ingeniería en Sistemas Computacionales,12 DE MARZO DE 2008 AL 8 DE SEPTIEMBRE DE 2008
C98308006,CARLOS ADAN,CHANG,TORTOLERO,Ingeniería en Electrónica,4 DE DICIEMBRE DE 1988 AL 2 DE JUNIO DE 1989
00304393,IRAITZ,PANIAGUA,IDIRIN,Licenciatura en Contaduría,26 DE SEPTIEMBRE DE 1983 AL 24 DE MARZO DE 1984
93302361,EUDES,AMINE,PENAYO,Licenciatura en Contaduría,9 DE MARZO DE 2002 AL 5 DE SEPTIEMBRE DE 2002
25305067,HARLEY,DIB,HAKIM,Ingeniería en Electrónica,9 DE DICIEMBRE DE 2012 AL 7 DE JUNIO DE 2013
98306483,HELENA ISABEL,SENTAMANS,MAN,Ingeniería en Electrónica,13 DE ABRIL DE 2018 AL 10 DE OCTUBRE DE 2018
C11309833,MIQUELA,FLORESCU,IRAGORRI,Licenciatura en Contaduría,9 DE OCTUBRE DE 1992 AL 7 DE ABRIL DE 1993
C20309318,MIHAI ANDREI,ANTONIO,ARTHUR,Ingeniería Industrial,29 DE ABRIL DE 2007 AL 26 DE OCTUBRE DE 2007
C10303815,LUIS AMADEO,CARTAS,CASERO,Licenciatura en Contaduría,30 DE ABRIL DE 1987 AL 27 DE OCTUBRE DE 1987
C97300193,ARNALDO ANDRES,PORROCHE,OLSINA,Ingeniería en Sistemas Computacionales,13 DE JULIO DE 2005 AL 9 DE ENERO DE 2006
01302418,CARLES ENRIC,NAJARRO,IGUIÑO,Ingeniería en Sistemas Computacionales,12 DE MAYO DE 2020 AL 8 DE NOVIEMBRE DE 2020
12307236,JUAN ISIDORO,CURRAN,FATHALLAH,Ingeniería en Sistemas Computacionales,12 DE NOVIEMBRE DE 2011 AL 10 DE MAYO DE 2012
98307096,MANUEL EMILIANO,ROJANO,BECEDAS,Ingeniería Industrial,9 DE NOVIEMBRE DE 1980 AL 8 DE MAYO DE 1981
C92304697,NADIA BELEN,HAOUARI,ARENILLAS,Licenciatura en Administración,10 DE SEPTIEMBRE DE 2019 AL 8 DE MARZO DE 2020
C99309953,GEMA ROSARIO,QUINDIMIL,PRO,Ingeniería en Electrónica,5 DE JUNIO DE 1997 AL 2 DE DICIEMBRE DE 1997
82308820,MARIA JOANA,LAUDA,SOLADANA,Licenciatura en Contaduría,29 DE MARZO DE 1980 AL 25 DE SEPTIEMBRE DE 1980
C77302820,RAYHAN,MAIZTEGUI,MENDICUTE,Ingeniería en Sistemas Computacionales,27 DE MARZO DE 2007 AL 23 DE SEPTIEMBRE DE 2007
C03306901,JOSE CASIMIRO,GONZABAY,PALLO,Licenciatura en Contaduría,25 DE DICIEMBRE DE 2016 AL 23 DE JUNIO DE 2017
C98305261,MARTA DANIELA,SIVILA,LAHOSA,Licenciatura en Contaduría,5 DE ABRIL DE 2014 AL 2 DE OCTUBRE DE 2014
C88304514,JUAN AMANCIO,GROSS,GONZAGA,Licenciatura en Contaduría,27 DE MAYO DE 1986 AL 23 DE NOVIEMBRE DE 1986
88306725,RITA SOFIA,ZAMORANO,CANALE,Ingeniería Industrial,29 DE OCTUBRE DE 1986 AL 27 DE ABRIL DE 1987
C80306748,REY,ITURZAETA,LAURE,Ingeniería Industrial,10 DE MARZO DE 1994 AL 6 DE SEPTIEMBRE DE 1994
C01301283,VALENTIN GABRIEL,COMALLONGA,CANCELO,Ingeniería en Electrónica,29 DE ENERO DE 1992 AL 27 DE JULIO DE 1992
C03303950,AIQIN,TAMBORERO,DE ROSA,Ingeniería en Electrónica,9 DE NOVIEMBRE DE 2003 AL 7 DE MAYO DE 2004
C80308507,AMANDA MARIA,GARBAYO,LABAD,Ingeniería en Electrónica,16 DE DICIEMBRE DE 1991 AL 13 DE JUNIO DE 1992
93302406,RENE MANUEL,ROSENOVA,YAN,Licenciatura en Contaduría,19 DE DICIEMBRE DE 2021 AL 17 DE JUNIO DE 2022
C13306728,ELADIO JESUS,BELTRAN,BASTARRICA,Licenciatura en Contaduría,11 DE FEBRERO DE 1978 AL 10 DE AGOSTO DE 1978
C98301582,LILIAN PATRICIA,COBLES,GABAN,Licenciatura en Administración,12 DE ENERO DE 1990 AL 11 DE JULIO DE 1990
C98306409,ALEXANDER JAVIER,TSVETKOVA,BRONCHALO,Ingeniería en Electrónica,10 DE MAYO DE 1977 AL 6 DE NOVIEMBRE DE 1977
01307095,ZINAB,PRESENCIA,NACIMIENTO,Ingeniería Industrial,5 DE SEPTIEMBRE DE 2000 AL 4 DE MARZO DE 2001
C11304937,MARIA ESTIVALIZ,DILME,POGO,Licenciatura en Contaduría,22 DE FEBRERO DE 2000 AL 20 DE AGOSTO DE 2000
24303881,CECILIA CARMEN,HERRERIA,ELORRIAGA,Licenciatura en Contaduría,11 DE JUNIO DE 2000 AL 8 DE DICIEMBRE DE 2000
C10309903,AMADA JESUS,PLO,RELINQUE,Ingeniería en Sistemas Computacionales,5 DE DICIEMBRE DE 2010 AL 3 DE JUNIO DE 2011
16307989,EMELINA,BESTARD,ARAGUAS,Ingeniería Industrial,27 DE AGOSTO DE 1979 AL 23 DE FEBRERO DE 1980
C81307115,MIGUEL ADRIAN,ROF,MIHU,Ingeniería en Electrónica,23 DE OCTUBRE DE 2009 AL 21 DE ABRIL DE 2010
93307809,MARIA NINFA,LANZON,CAZACU,Ingeniería en Sistemas Computacionales,6 DE AGOSTO DE 1996 AL 2 DE FEBRERO DE 1997
C00306064,CLEMENTE ANTONIO,VENANCIO,RENAU,Licenciatura en Administración,21 DE OCTUBRE DE 2023 AL 18 DE ABRIL DE 2024
C18305164,MARCOS ALEJANDRO,ALJAMA,GARRALDA,Licenciatura en Contaduría,20 DE MAYO DE 1976 AL 16 DE NOVIEMBRE DE 1976
C10305455,LISET,FORCELLEDO,GOMEZ RICO,Ingeniería en Sistemas Computacionales,19 DE MARZO DE 2010 AL 15 DE SEPTIEMBRE DE 2010
C11302113,VAIDAS,GINART,REVENTOS,Licenciatura en Administración,21 DE JUNIO DE 1987 AL 18 DE DICIEMBRE DE 1987
C75303999,IVETA,TACURI,VELIKOV,Ingeniería Industrial,29 DE DICIEMBRE DE 1996 AL 27 DE JUNIO DE 1997
09307767,IOAN MARIN,PINZON,GALI,Licenciatura en Contaduría,5 DE MARZO DE 1984 AL 1 DE SEPTIEMBRE DE 1984
93305570,SENEIDA,BARRANTE,REBANAL,Ingeniería en Sistemas Computacionales,5 DE DICIEMBRE DE 2000 AL 3 DE JUNIO DE 2001
C06300877,FELIX,MONGE,AMILIBIA,Licenciatura en Administración,3 DE ABRIL DE 2012 AL 30 DE SEPTIEMBRE DE 2012
79301473,RABI,ZAMBRANA,TERES,Licenciatura en Administración,20 DE DICIEMBRE DE 2001 AL 18 DE JUNIO DE 2002
75300800,ANNA MARY,GUTU,VISA,Ingeniería Industrial,28 DE MAYO DE 2012 AL 24 DE NOVIEMBRE DE 2012
12303593,SANTO,LOBETE,UTERGA,Ingeniería en Sistemas Computacionales,23 DE JUNIO DE 1993 AL 20 DE DICIEMBRE DE 1993
C09305584,MARIA DUNIA,CORDOMI,ALIO,Licenciatura en Administración,12 DE MARZO DE 1985 AL 8 DE SEPTIEMBRE DE 1985
95301496,OANA MADALINA,SATORRA,CANGA,Ingeniería Industrial,29 DE ENERO DE 2010 AL 28 DE JULIO DE 2010
C89302656,SAMANTHA MARIA,LANTERO,DARDER,Licenciatura en Administración,14 DE MARZO DE 1974 AL 10 DE SEPTIEMBRE DE 1974
96305080,ADRIAM,PEREZ DE HEREDIA,ALMOGUERA,Licenciatura en Administración,17 DE NOVIEMBRE DE 1990 AL 16 DE MAYO DE 1991
C15303467,RAFIKA,DE LOZAR,TARACIDO,Ingeniería Industrial,23 DE MARZO DE 2023 AL 19 DE SEPTIEMBRE DE 2023
94309102,ANDREA MILENA,LHARRAK,TRASTOY,Ingeniería en Sistemas Computacionales,23 DE NOVIEMBRE DE 2023 AL 21 DE MAYO DE 2024
C87300035,PATRICIA ALEXANDRA,NICHOLS,BOUAICHA,Licenciatura en Contaduría,4 DE OCTUBRE DE 1982 AL 2 DE ABRIL DE 1983
C10301737,DALMAU,DEL RIO,ISANTA,Licenciatura en Administración,23 DE FEBRERO DE 1992 AL 21 DE AGOSTO DE 1992
98306057,GABRIEL GERMAN,SOUZA,FIUZA,Ingeniería Industrial,3 DE FEBRERO DE 2008 AL 1 DE AGOSTO DE 2008
